FIPS,y17_M059_valueNumeric,y17_M061_valueNumeric,y17_M063_valueNumeric,y17_M066_valueNumeric,y17_M068_valueNumeric,y17_M070_valueNumeric,y17_M078_valueNumeric,y17_M079_valueNumeric,y17_M080_valueNumeric,y17_M081_valueNumeric,y17_M082_valueNumeric,y17_M083_valueNumeric
48303,92.6,31.42,78.75,61.44,15.65,6.68,3.36,8.57,2.67,83.83,42.31,0.48
48305,87.5,16.65,79.94,68.1,8.59,6.44,3.63,7.77,1.99,81.13,39.01,
48307,82.6,0.34,12.27,8.66,85.82,0.56,1.99,19.4,5.7,79.44,6.94,14.76
48309,86.4,0.39,39.55,38.89,53.07,0.21,3.19,51.07,1.01,100.61,2.18,9.51
48311,61.9,,3.65,1.79,86.83,0,,35.15,0,115.7,0,
48313,82.3,0.52,11.39,10.89,80.97,0.31,30.7,45.77,,122.98,0,
48315,20.5,,5.59,13.05,36.01,0.45,1.81,2.39,,20.49,0.04,0.04
48317,75.9,2.75,51.05,38.29,32.09,6.48,0.08,2.46,0.16,70.28,26.93,0
48319,90.7,0.73,3.66,1.5,94.98,0.02,1.54,13.59,,69.8,0,2.23
48321,78.8,4.64,25.19,20.82,68.07,,1.69,61.13,7,81.88,15.9,15.15
48323,53.1,3.37,2.6,,86.6,0.32,,18.79,0,31.91,,0.53
48325,92.2,5.03,18.1,11.02,79.86,0.13,4.25,44.15,2.78,64.1,6.96,12.1
48327,87.9,0.23,1.83,0.89,95.27,0.11,0,2.33,0,95.96,0,0
48329,59.9,2.15,13.16,,70.43,1.96,0.12,12.56,8,43.63,10.62,10.23
48331,76.4,0.54,25.82,24.06,67.03,0.13,5.53,43.66,1.17,86.01,7.62,1.75
48333,92.1,0.7,9.32,3.88,91.82,0.15,2.08,21.88,0,40.26,0,
48335,100,0.52,26.26,8.79,74.37,4.27,,2.29,,42.91,9.46,
48337,83.6,0.29,13.92,8.37,81.67,0.38,1.93,11.59,,77.1,,0.04
48339,21.7,0.47,3.8,11.49,60.01,0.92,8.68,11.74,0.56,64.83,0.19,0.26
48341,83,17.74,36.05,30.67,57.34,2.42,7.24,39.24,2.25,68.88,14.44,14.97
48343,45.8,0.31,9.99,16.49,63.55,,17.42,9.32,0,74.17,0.47,
48345,91.5,0.76,15.83,,87.12,4.43,,0.95,,25.63,3.07,
48347,43.7,0.12,4.87,7.72,63.57,0,44.6,19.23,,123.42,0.01,2.89
48349,86.5,0.3,27.63,23,69.1,0.58,7.82,25.98,1.84,72.86,12.21,2.96
48351,9.8,0.1,0.92,6.98,41.27,0.48,5.4,9.26,0,13.68,,0.27
48353,79.9,0.75,27.73,17.69,72.15,2.17,1.18,23.12,0.96,55.19,28.86,0.01
48355,88.5,0.25,61.94,63.69,30.61,0.9,0.12,69,3.04,89.35,26.55,5.07
48357,96.8,10.38,58.53,35.05,40.98,4.89,2.35,30.64,6.38,56.29,8.31,13.92
48359,98.4,0.19,10.96,3.78,89.92,2.67,,4.75,0,58.61,2,0
48361,24.8,0.65,2.19,5.41,83.64,0,14.28,17.93,0.26,69.11,0,0.64
48363,94,0.77,11.98,4.35,91.23,0.01,7.15,41.01,0.29,29.15,0.14,1.71
48365,39.7,0.38,7.66,13.19,57.04,0.13,23.72,5.58,0,56.05,0.83,0.49
48367,90.2,0.32,16.44,10.52,80.76,1,9.33,16.56,0.25,56.7,0.17,0.41
48369,97.4,20.06,70.82,39.03,30.15,16.88,8.54,24.99,0.83,50.76,10.26,1.56
48371,94.1,0.45,1.67,,97.78,0.28,,12.37,0.71,33.44,8.04,
48373,18.5,0.22,3.34,12.15,53.4,0,11.65,5.44,0.89,21.21,,1.53
48375,72.9,0.84,8.53,3.77,88.79,1.64,18.05,11.25,0,73.28,0,7.18
48377,74.6,0.1,0.73,0.09,99.07,0.25,0,,0,,0,
48379,75.9,0.3,18.87,20.04,59.68,0,7.37,15.64,0,57.5,,0.12
48381,96,2.89,40.08,17.72,63.26,13.67,4.43,10.93,0,45.39,1.8,1.14
48383,97.9,1.1,7.39,5.26,92.53,0.06,,11.21,7.05,61.59,29.76,6.64
48385,70.8,0.13,0.29,0.07,95.13,,,,,134.35,,
48387,68.6,1.12,15.43,14.5,63.7,3.22,9.87,22.33,0,118.07,,3.27
48389,63.1,0.76,3.24,0.87,94.81,1.12,0.2,2.35,0,16.01,1.14,0.63
48391,99.1,0.09,11.41,10.96,88.45,0,,77.36,,93.72,23.17,
48393,93.5,1.34,6.1,2.75,94.56,1.02,,,0,31.82,0,
48395,86.8,4.29,19.6,17.4,74.15,0.42,12.66,55.22,,117.09,9.12,0.46
48397,49.6,0.31,25.79,48.19,44.98,,1.11,63.29,0,89.69,,32.6
48399,100,0.83,38.09,22.34,65.56,2.03,0.57,29.77,0.6,64.26,16.72,8.89
48401,41,0.22,7.79,12.29,63.2,0.38,22.02,9.46,0.18,55.61,0.96,0.09
48403,12.2,0.15,1.77,8.7,56.45,,15.72,7.19,0,63.34,0,
48405,18.2,0.06,2.71,11.61,57.74,,63.22,15.7,0,97.61,0,
48407,23.2,1.19,4.64,15.94,67.02,0,26.38,21.69,,51.93,7.72,0.08
48409,83.5,1.12,53.14,56.57,33.33,0.58,0.05,86.78,1.65,93.8,43.18,5.07
48411,90.8,0.72,11.19,6.27,89.59,0.26,0.29,26.03,0.16,55.14,2.48,4.54
48413,96.7,0.17,3.64,1.69,96.44,0.84,1.32,33.38,0,79.63,31.74,2.81
48415,91.6,1.04,34.81,14.89,65,5.96,0.75,9.93,1.22,50.04,22.37,2.04
48417,91.7,0.06,8.44,2.27,94.58,0.37,,13.56,0,32.35,,0
48419,35.2,0.21,5.61,11.42,65.08,,70.79,21.87,0,114.87,0,0.09
48421,99.9,31.29,60.13,41.13,41.78,9.86,5.1,40.11,1.6,67.23,15.13,7.41
48423,46.1,0.71,10.9,18.13,57.44,0.03,9.25,29.09,0.69,60.23,0.3,1.16
48425,69.5,0.42,13.15,13.13,75.53,0,7.52,7.39,,57.01,1.58,1.51
48427,73,0.6,9.47,7.04,80.59,2.52,0.16,20.99,0,59.69,5.34,
48429,81.9,0.06,6.46,1.69,90.32,0.16,0.06,11.24,0,93.56,0,0
48431,98.9,0.07,1.59,,99.24,0.06,,17.12,0,117.6,,0
48433,80,0.18,19.34,7,77.87,4.06,0.42,9.98,,27.47,2.61,0
48435,96.8,0.04,1.33,,97.6,0.12,62.96,6.24,,140.4,,0.21
48437,98.9,12.68,70.18,33.64,33.75,20.89,3.06,16.81,0.57,63.23,14.6,
48439,34.5,0.66,7.87,10.3,77.01,,4.27,18.14,0.25,45.07,0.17,0.41
48441,82.6,0.26,27.17,15.22,69.25,2.16,2.65,6.92,0.86,34.86,7.32,0.28
48443,55.3,0.07,0.63,,98.44,,0,,0,23.41,0,0
48445,87.2,21.06,76.78,54.29,11.4,17.72,2.19,10.95,3.03,68.42,31.19,3.42
48447,86.8,0.08,26.91,10.98,72.51,0.74,,24.84,0.09,70.73,3.45,
48449,61.1,1.32,13.02,17.6,69.3,,17.21,27.17,0,80.89,0,4.28
48451,83.4,2.41,12.83,11.41,84.25,0.23,2.24,24.9,2.09,90.49,31.7,5.82
48453,34.9,0.89,8.68,19.09,73.69,0.55,3.92,39.27,,100.28,1.3,7.42
48455,22.3,0.27,4.52,13.29,62.53,,19.05,15.54,0,43.52,,0.91
48457,15.4,0.87,3.19,14.7,46.15,0.17,5.54,9.48,,30.3,0,0.09
48459,49.7,0.23,9.9,14.56,61.46,0.5,19.92,18.84,0.27,65.47,0,0.06
48461,91.3,2.18,9.43,5.64,90.44,0.24,0,8.86,0.2,84.98,34.23,
48463,99.4,3.31,11.2,5.08,88.13,0.32,,49.59,7,63.71,10.77,14.52
48465,73.1,0.05,0.36,0.1,98.44,0.05,2.93,12.5,0,19.84,0,0.4
48467,70.4,0.54,18.35,20.12,66.37,0.34,15.22,24.61,0.05,73.44,0.08,1.01
48469,75.5,1.9,14.74,16.96,79.46,0.27,0.48,56.63,4.56,103.93,10.49,8.33
48471,45.3,0.26,5.47,9.25,66.69,0,5.24,17.41,0.48,92.67,,0.69
48473,77.1,4.6,21.74,19.35,65.6,0.07,4.64,20.02,0.76,59.79,1.06,8.2
48475,75.9,0.81,1.21,0.06,97.83,0.34,0,,0,43.72,0,
48477,82.8,0.72,17.78,16.48,74.23,0.34,6.24,3.45,0.07,69.65,,0.64
48479,85.7,0.18,1.63,0.12,97.46,,2.91,,,22.95,0,0
48481,77,10.59,46.88,46.18,39.51,0.11,1.18,71.94,1.53,87.21,23.69,14.61
48483,90.4,2.33,20.79,8.02,75.8,5.54,0.68,11.02,0,33.79,5.28,1.04
48485,92.2,2.76,38.09,25.63,60.53,0.04,2.15,47,,68.69,7.62,5.06
48487,99.8,2.21,37.84,23.71,65.63,2.33,0.64,31.18,,65.84,20.89,16.95
48489,84.1,5.98,52.23,57.23,35.9,0.29,,62.83,1.3,94.58,33.54,
48491,78.1,0.28,32.35,34.47,57.81,0.42,1.99,33.93,0.99,96.78,10.21,7.67
48493,84.3,2.69,17.08,12.34,78.87,0.68,1.44,14.82,2.15,94.25,1.78,2.72
48495,90.9,,,,98.1,0,,,,,,
48497,88.8,0.88,19.1,13.44,76.91,0.37,7.39,9.81,0.19,67.84,0.63,1.1
48499,50.9,0.58,14.66,22.36,60.4,0.12,23.91,21.9,,46.43,0.02,0.1
48501,101.1,17.92,62.12,32.79,38.58,10.73,,24.91,2.6,60.53,18.67,6.99
48503,98.2,0.32,19.56,5.38,88.55,0.12,0.85,16.14,,25.09,0,1.21
48505,68.5,0.34,2.95,,93.52,,1.11,,0,25.56,,0
48507,87.8,6.01,9.16,5.61,89.44,0.22,6.76,30.42,,56.21,6.69,6.37
49001,9.5,25.63,2.69,23.88,64.63,0,6.7,39.46,,43.56,,
49003,33.2,8.51,8.38,12.64,74.49,4.89,1.88,11.04,0.16,39.72,0.51,2.92
49005,37.1,32.63,21.38,42.28,41.68,4.68,12.47,21.93,0.25,50.42,0.36,2.68
49007,24.4,4.01,1.67,3.47,92,0,1.81,7.33,0,4.85,0,0
49009,4,40.56,1.47,30.61,,0,0.5,,0,6.57,0,0
49011,27.1,19.3,4.03,12.19,76.55,0,9.29,22.65,0.08,80.94,,5.03
49013,51.1,9.13,3.73,5.63,91.74,0,8.87,7.73,0,18.19,0.76,
49015,4.7,24.57,1.29,15.98,68.03,0,12.94,10.44,,7.14,0.02,
49017,2.5,25.65,0.49,15.75,78.25,0,3.99,29.04,0,8.73,,0
49019,9.8,4.97,0.62,4.19,,0,28.85,,0,20.82,0,0
49021,24.3,12.55,3.96,12.71,81.43,0,21.04,38.34,,52.19,0.35,
49023,12.2,8.97,2.61,10.21,79.93,4.46,5.13,18.75,0.25,27.55,,
49025,5,5.36,0.19,2.63,93.64,0,1.62,18.53,0,16.84,0,
49027,11.4,25.48,3.45,23.38,65.05,2.03,13.66,50.27,1.2,56.15,1,0.38
49029,62.2,3.72,4.27,5.21,90.79,,9.21,3.6,0,17.31,0,
49031,11.2,28.18,3.07,20.77,64.64,0,4.57,29.85,,25.11,0,0
49033,56.9,11.31,10.73,10.97,80.69,2.83,5.35,0.13,0,1.37,0,
49035,13,11.99,2.3,9.69,70.68,,8.1,4.77,0.16,79.68,0.06,0.49
49037,33.1,0.46,2.6,2.69,90.46,2.27,4.26,5.56,0,11.88,,
49039,29.6,25.35,7.04,19.21,67.45,0,11.3,46.66,1.21,50.17,0,0.04
49041,8.9,45.36,4.13,36.82,55.27,,10.36,44.97,0.95,43.61,,1.9
49043,24.7,7.21,2.2,6.3,88.74,0.18,10.95,2.5,0.61,15.77,0,0
49045,7.8,6.27,0.49,4.78,92.53,,11.72,5.66,,27.66,0,
49047,63.6,3.58,2.47,2.61,92.51,0.15,10.38,11.14,0,20.84,,0.03
49049,23.7,23.92,9.21,24.16,60.72,4.76,7.1,25.5,0.9,42.73,4.72,8.04
49051,12.9,11.59,1.17,8.07,77.26,0,18.82,5.18,,28.16,0,
49053,10,8.37,1.44,5.95,77.93,0.8,9.02,44.45,,71.26,0.13,0.62
49055,2.7,38.72,0.93,31.19,60.15,0,17.41,35.54,0,16.16,,
49057,25.6,28.79,7.66,23.57,62.41,0,11.61,13.58,0.04,38.57,0.21,1.07
50001,34.6,0.25,21.97,56.03,11.14,0.69,38.41,5.6,0.47,21,0.75,1.36
50003,7.7,1.49,2.56,23.57,11.17,0.2,23.36,5.52,,15.63,,6.07
50005,20.9,0.06,7.54,32.14,13.4,0.11,47.72,2.12,0,10.5,0,1.89
50007,18.7,0.72,7.81,34.55,15.24,0.18,20.58,6.2,2.97,15.28,0.28,4.24
50009,10.1,0.02,1.87,14.73,7.82,0.1,27.18,2.74,,25.24,0,
50011,46.8,0.15,20.5,40.5,12.73,0.21,51.72,4.36,,32.4,0.01,
50013,35.9,0.25,24.12,61.23,17.19,0,33.63,1.43,0,17.61,0.59,
50015,18.1,0.32,4.96,23.15,10.02,0.11,33.22,0.6,,21.34,0,0.29
50017,19.5,0.18,7.41,34.02,18.1,0.18,44.72,2.18,,12.95,0.83,
50019,28.9,0.07,13.19,40.99,11.62,0.11,48.5,4.43,0.01,23.73,,0.01
50021,16.6,0.19,5.82,27.83,17.24,0.41,31.68,3.18,,14.16,,0.31
50023,14.7,0.2,4.92,27.66,16.08,0,39.66,0.67,0.02,8.96,0.04,0.54
50025,8.9,0.85,2.86,26.63,12.28,0.17,42.78,6.76,,21.28,,5.3
50027,18.1,0.11,3.65,16.7,13.18,0,38.65,0.67,0.07,11.57,,0.4
51001,26.7,6.62,20.08,73.26,1.78,0.45,17.9,66.75,11.89,87.57,0.29,33.85
51003,39.1,0.43,11.07,22.09,31.26,0.42,8.12,5.41,,23.3,,4.15
51005,10.7,0,3.08,20.9,24.76,0.22,6.6,5.27,0,8.95,0,0
51007,45.2,0.2,15.29,27.56,15.6,2.37,16.66,11.49,2.99,55.52,,3.04
51009,26,0.22,5.71,16.38,41.88,0.3,6.55,3.44,,9.08,,
51011,35.4,0.03,9.75,22.83,40.22,1.72,3.29,9.16,,23.32,,0.47
51013,0,0,0,0,0,0,0,0,0,0,0,0
51015,45.4,0.88,18.21,32.86,47.19,0.92,35.23,14.1,2.5,53.53,1.34,3.4
51017,14.1,,4.53,19.6,40.92,0.43,12.54,,1.04,20.27,0,1.04
51019,43.4,0.02,13.55,24.75,46.08,0.74,10.69,7.4,3.22,25.29,0.56,3.53
51021,30.7,1.14,7.55,18.68,46.19,0.24,1.53,2.61,,14.86,0.36,
51023,25.6,0.01,7.79,26.67,40.99,0.3,10.83,12.87,1.71,31.78,1.05,7.92
51025,18.3,3.18,6.73,31.54,15.94,0.89,2.68,25.32,9.24,64.03,3.85,3.73
51027,3.4,,0.38,8.48,45.28,0,7.72,0.24,0,4.39,0,
51029,21.4,0.08,8.23,27.36,36.57,0.42,17.63,0.16,,27.94,,0.45
51031,37.3,0.24,12.13,26.05,38.17,0.71,15.28,8.93,,31.61,0.04,1.41
51033,18.3,5.52,12.55,64.28,11.72,0.87,4.7,48.4,21.23,78.65,0.31,31.77
51035,39.2,0.5,10.61,23.14,50.9,0.45,5.05,6.64,2.05,14.87,1.83,4.93
51036,26.8,4.38,17.6,63.57,4.98,0.18,0.19,72.37,0,80.12,,48.38
51037,40,0.44,15.16,27.74,24.38,0.43,12.28,12.97,2.24,49.83,0,1.36
51041,6.5,0.42,2.6,34.51,9.58,0.21,10.28,5.27,0,60.8,0,0.25
51043,59.2,0.22,21.97,31.42,48.15,0.18,12.59,8.99,0.75,37.62,1.24,3.49
51045,20.7,0.26,5.71,20.43,40.85,0.25,10.84,3.73,0,16.54,0,
51047,51.3,0.49,24.76,41.61,31.42,0.72,13.04,12.47,0.17,55.1,0.12,12.83
51049,27.6,0.32,8.09,23.49,29.7,1.16,22.13,4.07,,33.59,,
51051,5.3,0,0.85,12.82,46.43,,9.59,0,0,53.88,0,0
51053,28.8,1.7,13.27,40.77,15.68,1.76,1.78,49.7,28.31,79.42,10.78,20.41
51057,35.7,,25.7,68.09,2.19,0.62,0.76,73.86,4.46,94.61,1.99,19.56
51059,2.2,1.01,0.3,9.95,33.87,,8.34,6.95,2.02,72.19,0,5.06
51061,52.2,0.21,20.22,31.58,38.1,0.24,12.62,4.4,0.15,33.95,0.44,1.81
51063,45.2,0.17,13.24,24.31,49.66,0.03,5.99,7.41,0.11,21.13,0.29,4.11
51065,24.2,0.18,7.24,25.88,20.8,0.36,5.83,,,28.12,,
51067,35.4,0.28,16.46,37.88,31.17,0.33,15.73,17.16,2.34,41.33,0.4,6.91
51069,40.7,0.04,16.72,34.41,32.39,0.17,17.52,18.5,,31.12,10.22,12.39
51071,28.6,0.04,5.67,15.03,49.4,0,5.69,1.81,,33.34,0,0.16
51073,18.7,0.05,10.18,51.39,5.49,,1.61,71.66,4.59,88.52,,1.32
51075,31.6,0.2,13.35,32.93,26.61,0.13,8.74,37.08,7.48,44,0.4,0.58
51077,41.4,0.13,11.93,23.95,50.98,0.78,7.14,6.92,1.27,15.41,1.55,1.95
51079,28.6,0.09,10.02,30.27,40.93,0.56,22.94,,0,13.14,,
51081,28.2,,17.33,54.44,2.41,2.16,,54.25,27.94,85.16,18.23,35.9
51083,39.9,0.51,10.99,18.54,23.38,1.21,4.1,14.57,0.54,40.85,0.79,3.89
51085,29.8,4,20.48,64.09,13,,3.58,47.92,5.87,74.38,0.17,20.31
51087,5.2,,3.9,69.81,8.46,0,0.3,,,76.38,0.04,
51089,18.1,0.09,4.64,19.4,38.31,0.02,3.24,2.52,0,2.85,0,
51091,35,,5.89,11.5,53.28,0.51,33.01,0.51,,14.17,,0.06
51093,39.9,1.16,25.52,60.53,6.1,0.29,1.07,80.02,12.46,89.25,34.49,26.67
51095,6.8,0.6,3.71,50.05,7.44,1.89,6.57,71.26,,76.72,0,1.84
51097,23.9,2.53,16.68,63.52,3.79,0.3,1.36,61.62,11.95,89.37,0,29.4
51099,22.9,,11.34,45.29,15.85,2.49,3.17,29.11,,68.45,0,23.25
51101,27.1,3.41,14.98,51.94,3.79,0.23,0.08,64.43,12.05,84.98,,18.46
51103,19,0.07,13.22,66.63,3,,0.78,61.81,,88.14,0,19.96
51105,34.1,0.03,9.05,20.12,49.23,0.29,7.7,6.11,,25.73,0.69,
51107,36.9,0.32,18.23,41.91,33.89,0.06,9.89,25.45,3.08,49.09,0.14,2.41
51109,21.6,0.31,7.81,31.15,28.59,0.76,16.37,18.59,,29.33,0.19,3.71
51111,26.4,1.93,9.31,26.57,26.23,0.5,2.69,22.68,11.72,42.46,0.47,2.88
51113,52.1,0.07,21.98,35.57,37.68,0.46,10.52,14.51,6.32,40.3,,6.5
51115,12,0.15,7.61,56.76,3.93,,1.91,56.85,,83.89,0,
51117,35.3,2.95,15.71,34.37,24.59,0.39,10.84,24.24,6.66,54.35,1.04,5.1
51119,23.4,1.38,17.58,69.53,5.6,,1.54,67.44,,95.84,0,23.18
51121,40.1,0.32,11.33,24.82,46.37,0.06,10.43,5.22,,27.23,,3.22
51125,22.5,1.5,6.69,24.89,34.23,0.6,29.81,6.23,,22.21,10.12,12.51
51127,13.6,1.48,8.28,58.28,7.86,0.24,0.5,,,76.31,,
51131,35.6,12.13,27.92,73.87,,0.18,10.4,73.37,11.15,90.53,6.62,49.25
51133,35.5,0,27.56,72.14,7.96,0.12,0.68,83.89,,93.12,,21.6
51135,25,0.09,9.99,33.25,27.02,1.07,18.74,13.74,,41.18,0,1.39
51137,43.6,0.22,18.23,34.53,33.05,0.25,20.49,12.65,1.42,51.14,0.27,5.28
51139,36.3,0.15,15.35,34.51,42.76,0.45,39.44,12.61,2.89,42.25,0.1,2.42
51141,29.5,0.23,7,18.49,22.8,0.35,6.97,6.27,0.9,23.67,0.57,3.19
51143,38,0.61,12.88,27.02,32.27,1.23,6.65,13.97,2.43,34,1.2,3.55
51145,20.8,0.18,6.83,27.57,26.65,0.41,10.84,1.81,0,53.01,,
51147,31,0.02,8.97,22.89,25.68,2.5,9.79,,,23.09,,0.03
51149,20.8,,11.52,50.63,5.69,2.12,0.42,55.14,10.11,88.08,0,13.71
51153,10.3,4.13,6.34,56.66,23.68,,8.07,,0.05,51.3,0.12,0.11
51155,37.9,0.04,11.62,24.6,57.28,,8.55,3.88,,17.72,,5.4
51157,41.2,0.09,14.76,31.15,34.21,0.69,9.16,2.15,0.32,7.31,,1.65
51159,26.1,0.09,21.37,78.12,1.85,,0.52,66.4,,90.35,13.01,36.72
51161,13.3,0.27,3.14,19.19,29.51,,5.4,1.47,0.29,9.95,0,0.71
51163,34.8,0.06,9.43,21.98,49.52,0.29,21.32,3.34,,34.02,0.01,0.22
51165,41.2,2.42,21.96,46.97,33.3,0.58,51.74,22.92,3.25,57.17,2.73,4.72
51167,56.2,,10.79,14.73,61.34,0.25,12.02,0.91,0,32.08,0.13,
51169,36.5,0.01,8.88,18.81,44.92,0.39,5.85,1.29,0.34,28.7,0.33,0.12
51171,40.2,0.68,18.84,38.97,36.1,0.22,30.5,15.57,2.84,49.24,1.59,6.59
51173,42.6,0.02,8.89,17.79,59.94,0.44,11.43,3.38,1.46,30.39,,
51175,36.5,1.14,25.1,64.68,2.66,1.92,0.34,87.93,27.66,91.22,35.56,24.08
51177,15.8,0.23,6.34,32.96,30.24,0.46,6.83,8.32,,38.5,0.57,3.7
51179,10,0.06,5.85,52.19,14.77,0.85,15.33,4.6,,57.54,,
51181,23.6,2.21,14.24,56.69,6.21,,0.83,47.61,14.32,71.24,,4.23
51183,21.1,1.05,14.32,62.66,2.02,0.56,1.06,65.81,9.03,84.01,9,16.33
51185,41.5,,7.43,14.43,59.77,0.34,5.1,8.14,0.06,42.78,0,0.04
51187,28.2,0.03,10.14,30.94,41.96,0,26.99,,,11.95,0,1.39
51191,48,0.07,15.86,23.63,54.67,0.59,8.62,2.79,0.95,25.76,0.08,0.16
51193,35.8,1.67,21.82,55.23,4.47,0.24,3.02,56.7,7.47,82.57,,31.04
51195,10,0.1,1.92,17.07,50.89,,14.99,2.74,0,26.72,0,0.91
51197,51.3,0.01,16.6,27.54,51.43,0.59,9.05,7.84,1.76,27.66,,1.46
51199,0.6,1.2,0.06,6.02,,,,18.28,,24.73,0,
51550,15.5,0.2,13.58,85.86,3.92,0.46,1.47,63.31,,89.25,0.04,35.3
51800,30.9,0.74,22.67,71.2,4.65,0.28,2.33,72.47,26.33,81.9,16.07,32.92
51810,12.2,1.35,9.75,70.56,6.08,,1.08,66.72,9.14,89.56,,47.32
53001,78.9,13.16,60.54,37.4,21.55,14.85,0.49,14.1,1.72,67.67,1.57,24.88
53003,61.6,0.35,19.62,12.92,66.28,9.77,0.16,2.05,0,55.28,,26.23
53005,56.4,33.3,43.48,47.03,13.93,12.8,1.47,29.11,9.05,65.63,5.39,28.41
53007,3.2,39.85,1.56,40.96,12.26,0.49,2.31,65.95,6.36,58,34.8,45.07
53009,1.5,20.27,0.66,35.48,34.05,1.92,9.27,9.13,,21.65,0.05,0.91
53011,22.6,5.4,6.05,21.67,53.85,0.08,14.81,8.72,1.02,39.43,1.49,7.9
53013,43.8,1.22,26.9,36.78,34.54,10.72,0.21,8.17,,61,,35.07
53015,3.9,10.27,1.5,33.2,28.33,0.12,7.45,21.15,,52.66,18.89,30.33
53017,70.7,1.98,46.76,22.46,30.24,21.15,0.46,7.14,1.22,41.73,1.29,12.7
53019,55.9,0.36,1.37,1.16,68.08,,1.22,,0,7.54,0,
53021,77.4,30.57,56.23,40.36,24.65,15.48,2.68,27.8,6.76,61.27,4.43,21.29
53023,63.7,0.33,40.19,35.64,32.83,10.21,0.07,3.71,,72.08,,32.83
53025,60.7,43.02,46.7,54.59,19.95,7.23,4.93,34.96,8.75,71.56,8.53,27.19
53027,8.6,5.96,1.41,13.88,7.96,0.07,10.78,13.1,3.24,27.14,0.3,2.56
53029,11.9,12.06,5.16,36.12,25.04,0.16,12.39,1.45,0.16,14.73,,4.3
53031,1.2,7.62,0.32,21.54,26.66,1.9,8.51,0.13,0,4.12,,
53033,3.1,9.77,1.38,30.26,37.08,2.31,37.34,4.99,,15.33,0.08,3.39
53035,3.7,4.95,0.91,17.62,39.46,0,14.59,6.8,0.87,12.86,,5.02
53037,11.7,38.73,4.83,27.12,58.51,3.06,4.07,16.22,,42.46,0.45,0.37
53039,47.9,4.26,19.16,18.18,55.65,9.63,1.32,20.99,0.13,42.01,1.24,4.85
53041,8,8.14,3.28,34.3,36.28,2,21.74,5.36,1.64,15.85,,3.61
53043,79.9,2.5,55.25,33.74,29,10.76,0.29,5.99,1.72,63.67,0.57,30.47
53045,2.9,5.33,0.59,17.05,17.48,0.79,11.13,,0.08,24.05,0.14,
53047,36.5,3.74,2.93,5.31,72.67,0.39,5.43,60.54,2.17,91.12,11.3,22.72
53049,8.8,7.08,2.59,14.95,17.52,,16.94,7.32,1.09,11.44,0.43,5.56
53051,6.5,2.16,2.12,27.21,29,0.9,5.43,0.63,0,29.78,0,0
53053,4.3,6.56,1.13,19.47,46.53,,16.06,6.66,0.41,35.39,,5.01
53055,16.5,1.89,5.25,22.64,42.56,0,7,,,4.02,0.1,0.38
53057,8.8,24.11,5.94,56.64,20.08,0.51,15.21,38.06,8.16,54.44,12.37,26.6
53059,0.5,6.25,0.22,24.63,30.12,0,10.11,5.48,0,25.74,,9.85
53061,4.8,13.17,2.51,41.74,27.25,1.07,19.9,16.92,3.56,30.24,2.01,12.23
53063,48.6,2.32,33.55,50.99,22.51,4.36,1.35,14.81,2.93,69.65,5.69,21.56
53065,32.7,1.38,4.86,9.07,48.51,0.17,3.47,1.28,,20.25,,0.77
53067,13.5,10.28,4.78,27.03,35.42,0.27,19.85,4.43,0.04,20.33,0.04,1.84
53069,8.2,0.89,3.06,27.19,30.18,2.07,10,0.52,0,5.42,0,0.29
53071,86.4,14.47,69.61,41.09,14.37,20.42,0.94,17.11,2.07,63.58,4.59,27.75
53073,7.6,35.6,5.6,62.38,15.89,1.42,32.83,29.11,3.52,37.92,3.79,18.23
53075,93.2,0.39,74.73,57.9,18.51,8,0.1,20.54,1.2,81.81,6.33,39.52
53077,64.8,14.6,12.51,14.63,79.32,2.32,7.1,47.61,5.23,63.06,16.95,23.9
54001,43.3,0.03,12.24,22.99,44.08,0.2,8.67,0.12,0.03,7.54,,0.07
54003,35.6,0.15,18.29,41.96,24.36,0.54,13.06,7.94,,27.22,2.92,4.47
54005,1.1,0.17,0.16,10.03,25.6,,2.77,,0,15.42,0,0
54007,27.4,0.01,5.48,15.77,39.83,0.23,9.61,0.24,0,6.18,0,
54009,25.1,,7.51,22.81,28.92,0,26.6,1.73,0,4.95,0,0
54011,22.4,0.08,4.08,12.72,40.8,,8.51,1.12,0.25,9.86,,0.27
54013,34.1,0.01,6.96,15.4,36.32,,11.5,0.19,0,4.42,,
54015,9.7,0,1.45,10.25,37.65,,6.95,,0,30.25,0,0
54017,32.9,0.04,5.76,13.5,32.31,,6.53,0.13,0,2.07,,
54019,6.1,0.05,1.46,18.28,31.58,,12.74,0.86,,2.54,,0.15
54021,30,,5.11,12.25,44.34,0,12.27,0.06,0,26.22,,
54023,39.2,0.01,8.58,15.64,43.15,1.61,35.08,2.77,0,6.01,,0.04
54025,29.5,0.02,6.76,17.73,51.24,0.51,17.24,2.2,,17.61,,
54027,32.2,0.11,9.01,21.97,31.69,1,20.03,4.12,0.08,7.25,0.48,1.37
54029,15.8,0.07,6.47,27.85,16.35,,6.43,0.64,0,2.63,0,0
54031,41.5,0.01,10.86,19.54,42.53,0.22,51.25,18.59,4.66,30.62,0.02,5.6
54033,42.1,0.01,10.51,19.72,42.86,0.26,6.92,0.25,0,7.63,0.03,0.05
54035,43,0.01,11.25,19.25,42.85,0.09,12.76,0.87,0,6.52,,0.1
